sr_no,States,Regions,latitude,longitude,Dates,Usage,Date
1657,Sikkim,ER,27.3333303,88.6166475,15/12/2019,1.6,12/15/19
1658,Arunachal Pradesh,NER,27.10039878,93.61660071,15/12/2019,2,12/15/19
1659,Assam,NER,26.7499809,94.21666744,15/12/2019,19.7,12/15/19
1660,Manipur,NER,24.79997072,93.95001705,15/12/2019,2.5,12/15/19
1661,NER Meghalaya,NER,25.57049217,91.8800142,15/12/2019,6,12/15/19
1662,Mizoram,NER,23.71039899,92.72001461,15/12/2019,1.7,12/15/19
1663,Nagaland,NER,25.6669979,94.11657019,15/12/2019,2.1,12/15/19
1664,Tripura,NER,23.83540428,91.27999914,15/12/2019,3.4,12/15/19
1665,ALL INDIA TOTAL,,,,15/12/2019,3075.1,12/15/19
1666,Punjab,NR,31.51997398,75.98000281,16/12/2019,92.2,12/16/19
1667,Haryana,NR,28.45000633,77.01999101,16/12/2019,89.9,12/16/19
1668,Rajasthan,NR,26.44999921,74.63998124,16/12/2019,198.2,12/16/19
1669,Delhi,NR,28.6699929,77.23000403,16/12/2019,58,12/16/19
1670,NR UP,NR,27.59998069,78.05000565,16/12/2019,230.7,12/16/19
1671,Uttarakhand,NR,30.32040895,78.05000565,16/12/2019,31.1,12/16/19
1672,HP,NR,31.10002545,77.16659704,16/12/2019,26.4,12/16/19
1673,J&K,NR,33.45,76.24,16/12/2019,48.8,12/16/19
1674,Chandigarh,NR,30.71999697,76.78000565,16/12/2019,3.3,12/16/19
1675,Chhattisgarh,WR,22.09042035,82.15998734,16/12/2019,82.7,12/16/19
1676,Gujarat,WR,22.2587,71.1924,16/12/2019,323.8,12/16/19
1677,MP,WR,21.30039105,76.13001949,16/12/2019,223.3,12/16/19
1678,Maharashtra,WR,19.25023195,73.16017493,16/12/2019,487.6,12/16/19
1679,Goa,WR,15.491997,73.81800065,16/12/2019,10.3,12/16/19
1680,DNH,WR,20.26657819,73.0166178,16/12/2019,18.6,12/16/19
1681,Andhra Pradesh,SR,14.7504291,78.57002559,16/12/2019,187.7,12/16/19
1682,Telangana,SR,18.1124,79.0193,16/12/2019,220.8,12/16/19
1683,Karnataka,SR,12.57038129,76.91999711,16/12/2019,253.3,12/16/19
1684,Kerala,SR,8.900372741,76.56999263,16/12/2019,80.3,12/16/19
1685,Tamil Nadu,SR,12.92038576,79.15004187,16/12/2019,328.5,12/16/19
1686,Pondy,SR,11.93499371,79.83000037,16/12/2019,7.7,12/16/19
1687,Bihar,ER,25.78541445,87.4799727,16/12/2019,67.3,12/16/19
1688,Jharkhand,ER,23.80039349,86.41998572,16/12/2019,23.6,12/16/19
1689,Odisha,ER,19.82042971,85.90001746,16/12/2019,73.1,12/16/19
1690,West Bengal,ER,22.58039044,88.32994665,16/12/2019,100,12/16/19
1691,Sikkim,ER,27.3333303,88.6166475,16/12/2019,1.3,12/16/19
1692,Arunachal Pradesh,NER,27.10039878,93.61660071,16/12/2019,2.2,12/16/19
1693,Assam,NER,26.7499809,94.21666744,16/12/2019,22.6,12/16/19
1694,Manipur,NER,24.79997072,93.95001705,16/12/2019,2.6,12/16/19
1695,NER Meghalaya,NER,25.57049217,91.8800142,16/12/2019,5.7,12/16/19
1696,Mizoram,NER,23.71039899,92.72001461,16/12/2019,1.6,12/16/19
1697,Nagaland,NER,25.6669979,94.11657019,16/12/2019,2.1,12/16/19
1698,Tripura,NER,23.83540428,91.27999914,16/12/2019,3.9,12/16/19
1699,ALL INDIA TOTAL,,,,16/12/2019,3383.2,12/16/19
1700,Punjab,NR,31.51997398,75.98000281,17/12/2019,69.5,12/17/19
1701,Haryana,NR,28.45000633,77.01999101,17/12/2019,69.1,12/17/19
1702,Rajasthan,NR,26.44999921,74.63998124,17/12/2019,173.4,12/17/19
1703,Delhi,NR,28.6699929,77.23000403,17/12/2019,45.6,12/17/19
1704,NR UP,NR,27.59998069,78.05000565,17/12/2019,223.1,12/17/19
1705,Uttarakhand,NR,30.32040895,78.05000565,17/12/2019,24.3,12/17/19
1706,HP,NR,31.10002545,77.16659704,17/12/2019,19.7,12/17/19
1707,J&K,NR,33.45,76.24,17/12/2019,47.9,12/17/19
1708,Chandigarh,NR,30.71999697,76.78000565,17/12/2019,2.8,12/17/19
1709,Chhattisgarh,WR,22.09042035,82.15998734,17/12/2019,69.6,12/17/19
1710,Gujarat,WR,22.2587,71.1924,17/12/2019,253.8,12/17/19
1711,MP,WR,21.30039105,76.13001949,17/12/2019,195.8,12/17/19
1712,Maharashtra,WR,19.25023195,73.16017493,17/12/2019,430.1,12/17/19
1713,Goa,WR,15.491997,73.81800065,17/12/2019,8.8,12/17/19
1714,DNH,WR,20.26657819,73.0166178,17/12/2019,12.5,12/17/19
1715,Andhra Pradesh,SR,14.7504291,78.57002559,17/12/2019,189.2,12/17/19
1716,Telangana,SR,18.1124,79.0193,17/12/2019,222.6,12/17/19
1717,Karnataka,SR,12.57038129,76.91999711,17/12/2019,248.6,12/17/19
1718,Kerala,SR,8.900372741,76.56999263,17/12/2019,81.1,12/17/19
1719,Tamil Nadu,SR,12.92038576,79.15004187,17/12/2019,326.4,12/17/19
1720,Pondy,SR,11.93499371,79.83000037,17/12/2019,7.1,12/17/19
1721,Bihar,ER,25.78541445,87.4799727,17/12/2019,66.1,12/17/19
1722,Jharkhand,ER,23.80039349,86.41998572,17/12/2019,23.9,12/17/19
1723,Odisha,ER,19.82042971,85.90001746,17/12/2019,72.4,12/17/19
1724,West Bengal,ER,22.58039044,88.32994665,17/12/2019,101.1,12/17/19
1725,Sikkim,ER,27.3333303,88.6166475,17/12/2019,1.1,12/17/19
1726,Arunachal Pradesh,NER,27.10039878,93.61660071,17/12/2019,2.1,12/17/19
1727,Assam,NER,26.7499809,94.21666744,17/12/2019,20.7,12/17/19
1728,Manipur,NER,24.79997072,93.95001705,17/12/2019,2.5,12/17/19
1729,NER Meghalaya,NER,25.57049217,91.8800142,17/12/2019,5.4,12/17/19
1730,Mizoram,NER,23.71039899,92.72001461,17/12/2019,1.6,12/17/19
1731,Nagaland,NER,25.6669979,94.11657019,17/12/2019,2,12/17/19
1732,Tripura,NER,23.83540428,91.27999914,17/12/2019,3.4,12/17/19
1733,ALL INDIA TOTAL,,,,17/12/2019,3084.5,12/17/19
1734,Punjab,NR,31.51997398,75.98000281,18/12/2019,78.1,12/18/19
1735,Haryana,NR,28.45000633,77.01999101,18/12/2019,77.1,12/18/19
1736,Rajasthan,NR,26.44999921,74.63998124,18/12/2019,170.6,12/18/19
1737,Delhi,NR,28.6699929,77.23000403,18/12/2019,53.3,12/18/19
1738,NR UP,NR,27.59998069,78.05000565,18/12/2019,205.3,12/18/19
1739,Uttarakhand,NR,30.32040895,78.05000565,18/12/2019,26.8,12/18/19
1740,HP,NR,31.10002545,77.16659704,18/12/2019,23.4,12/18/19
1741,J&K,NR,33.45,76.24,18/12/2019,46.2,12/18/19
1742,Chandigarh,NR,30.71999697,76.78000565,18/12/2019,3.3,12/18/19
1743,Chhattisgarh,WR,22.09042035,82.15998734,18/12/2019,72.7,12/18/19
1744,Gujarat,WR,22.2587,71.1924,18/12/2019,286.4,12/18/19
1745,MP,WR,21.30039105,76.13001949,18/12/2019,194.5,12/18/19
1746,Maharashtra,WR,19.25023195,73.16017493,18/12/2019,465.5,12/18/19
1747,Goa,WR,15.491997,73.81800065,18/12/2019,10.1,12/18/19
1748,DNH,WR,20.26657819,73.0166178,18/12/2019,14.1,12/18/19
1749,Andhra Pradesh,SR,14.7504291,78.57002559,18/12/2019,192.3,12/18/19
1750,Telangana,SR,18.1124,79.0193,18/12/2019,234.2,12/18/19
1751,Karnataka,SR,12.57038129,76.91999711,18/12/2019,255.2,12/18/19
1752,Kerala,SR,8.900372741,76.56999263,18/12/2019,82.6,12/18/19
1753,Tamil Nadu,SR,12.92038576,79.15004187,18/12/2019,333.6,12/18/19
1754,Pondy,SR,11.93499371,79.83000037,18/12/2019,7.9,12/18/19
1755,Bihar,ER,25.78541445,87.4799727,18/12/2019,65.6,12/18/19
1756,Jharkhand,ER,23.80039349,86.41998572,18/12/2019,22.8,12/18/19
1757,Odisha,ER,19.82042971,85.90001746,18/12/2019,74.9,12/18/19
1758,West Bengal,ER,22.58039044,88.32994665,18/12/2019,114.5,12/18/19
1759,Sikkim,ER,27.3333303,88.6166475,18/12/2019,1.4,12/18/19
1760,Arunachal Pradesh,NER,27.10039878,93.61660071,18/12/2019,2,12/18/19
1761,Assam,NER,26.7499809,94.21666744,18/12/2019,21.4,12/18/19
1762,Manipur,NER,24.79997072,93.95001705,18/12/2019,2.6,12/18/19
1763,NER Meghalaya,NER,25.57049217,91.8800142,18/12/2019,5.5,12/18/19
1764,Mizoram,NER,23.71039899,92.72001461,18/12/2019,1.7,12/18/19
1765,Nagaland,NER,25.6669979,94.11657019,18/12/2019,2.4,12/18/19
1766,Tripura,NER,23.83540428,91.27999914,18/12/2019,3.5,12/18/19
1767,ALL INDIA TOTAL,,,,18/12/2019,3216.5,12/18/19
1768,Punjab,NR,31.51997398,75.98000281,19/12/2019,91.1,12/19/19
1769,Haryana,NR,28.45000633,77.01999101,19/12/2019,92.6,12/19/19
1770,Rajasthan,NR,26.44999921,74.63998124,19/12/2019,193,12/19/19
1771,Delhi,NR,28.6699929,77.23000403,19/12/2019,58.8,12/19/19
1772,NR UP,NR,27.59998069,78.05000565,19/12/2019,214,12/19/19
1773,Uttarakhand,NR,30.32040895,78.05000565,19/12/2019,30,12/19/19
1774,HP,NR,31.10002545,77.16659704,19/12/2019,24.3,12/19/19
1775,J&K,NR,33.45,76.24,19/12/2019,41.4,12/19/19
1776,Chandigarh,NR,30.71999697,76.78000565,19/12/2019,3.3,12/19/19
1777,Chhattisgarh,WR,22.09042035,82.15998734,19/12/2019,81.3,12/19/19
1778,Gujarat,WR,22.2587,71.1924,19/12/2019,323.3,12/19/19
1779,MP,WR,21.30039105,76.13001949,19/12/2019,202.6,12/19/19
1780,Maharashtra,WR,19.25023195,73.16017493,19/12/2019,482.4,12/19/19
1781,Goa,WR,15.491997,73.81800065,19/12/2019,10.4,12/19/19
1782,DNH,WR,20.26657819,73.0166178,19/12/2019,17.9,12/19/19
1783,Andhra Pradesh,SR,14.7504291,78.57002559,19/12/2019,197.4,12/19/19
1784,Telangana,SR,18.1124,79.0193,19/12/2019,235.4,12/19/19
1785,Karnataka,SR,12.57038129,76.91999711,19/12/2019,257.9,12/19/19
1786,Kerala,SR,8.900372741,76.56999263,19/12/2019,82.9,12/19/19
1787,Tamil Nadu,SR,12.92038576,79.15004187,19/12/2019,340.6,12/19/19
1788,Pondy,SR,11.93499371,79.83000037,19/12/2019,8.4,12/19/19
1789,Bihar,ER,25.78541445,87.4799727,19/12/2019,69.3,12/19/19
1790,Jharkhand,ER,23.80039349,86.41998572,19/12/2019,22.2,12/19/19
1791,Odisha,ER,19.82042971,85.90001746,19/12/2019,75.8,12/19/19
1792,West Bengal,ER,22.58039044,88.32994665,19/12/2019,123.8,12/19/19
1793,Sikkim,ER,27.3333303,88.6166475,19/12/2019,1.4,12/19/19
1794,Arunachal Pradesh,NER,27.10039878,93.61660071,19/12/2019,2,12/19/19
1795,Assam,NER,26.7499809,94.21666744,19/12/2019,23.3,12/19/19
1796,Manipur,NER,24.79997072,93.95001705,19/12/2019,2.6,12/19/19
1797,NER Meghalaya,NER,25.57049217,91.8800142,19/12/2019,5.4,12/19/19
1798,Mizoram,NER,23.71039899,92.72001461,19/12/2019,1.7,12/19/19
1799,Nagaland,NER,25.6669979,94.11657019,19/12/2019,2.1,12/19/19
1800,Tripura,NER,23.83540428,91.27999914,19/12/2019,3.8,12/19/19
1801,ALL INDIA TOTAL,,,,19/12/2019,3391.2,12/19/19
1802,Punjab,NR,31.51997398,75.98000281,20/12/2019,92.5,12/20/19
1803,Haryana,NR,28.45000633,77.01999101,20/12/2019,100.7,12/20/19
1804,Rajasthan,NR,26.44999921,74.63998124,20/12/2019,206.4,12/20/19
1805,Delhi,NR,28.6699929,77.23000403,20/12/2019,61.1,12/20/19
1806,NR UP,NR,27.59998069,78.05000565,20/12/2019,207,12/20/19
1807,Uttarakhand,NR,30.32040895,78.05000565,20/12/2019,33.2,12/20/19
1808,HP,NR,31.10002545,77.16659704,20/12/2019,23.8,12/20/19
1809,J&K,NR,33.45,76.24,20/12/2019,44.4,12/20/19
1810,Chandigarh,NR,30.71999697,76.78000565,20/12/2019,3.3,12/20/19
1811,Chhattisgarh,WR,22.09042035,82.15998734,20/12/2019,77.5,12/20/19
1812,Gujarat,WR,22.2587,71.1924,20/12/2019,331.2,12/20/19
1813,MP,WR,21.30039105,76.13001949,20/12/2019,203.6,12/20/19
1814,Maharashtra,WR,19.25023195,73.16017493,20/12/2019,482.7,12/20/19
1815,Goa,WR,15.491997,73.81800065,20/12/2019,10.3,12/20/19
1816,DNH,WR,20.26657819,73.0166178,20/12/2019,18.6,12/20/19
1817,Andhra Pradesh,SR,14.7504291,78.57002559,20/12/2019,200,12/20/19
1818,Telangana,SR,18.1124,79.0193,20/12/2019,233.4,12/20/19
1819,Karnataka,SR,12.57038129,76.91999711,20/12/2019,259.2,12/20/19
1820,Kerala,SR,8.900372741,76.56999263,20/12/2019,82.5,12/20/19
1821,Tamil Nadu,SR,12.92038576,79.15004187,20/12/2019,341.5,12/20/19
1822,Pondy,SR,11.93499371,79.83000037,20/12/2019,8.3,12/20/19
1823,Bihar,ER,25.78541445,87.4799727,20/12/2019,66.9,12/20/19
1824,Jharkhand,ER,23.80039349,86.41998572,20/12/2019,23.3,12/20/19
1825,Odisha,ER,19.82042971,85.90001746,20/12/2019,76.4,12/20/19
1826,West Bengal,ER,22.58039044,88.32994665,20/12/2019,132.2,12/20/19
1827,Sikkim,ER,27.3333303,88.6166475,20/12/2019,1.4,12/20/19
1828,Arunachal Pradesh,NER,27.10039878,93.61660071,20/12/2019,2.1,12/20/19
1829,Assam,NER,26.7499809,94.21666744,20/12/2019,23.6,12/20/19
1830,Manipur,NER,24.79997072,93.95001705,20/12/2019,2.7,12/20/19
1831,NER Meghalaya,NER,25.57049217,91.8800142,20/12/2019,5.4,12/20/19
1832,Mizoram,NER,23.71039899,92.72001461,20/12/2019,1.7,12/20/19
1833,Nagaland,NER,25.6669979,94.11657019,20/12/2019,2.2,12/20/19
1834,Tripura,NER,23.83540428,91.27999914,20/12/2019,4,12/20/19
1835,ALL INDIA TOTAL,,,,20/12/2019,3434.3,12/20/19
1836,Punjab,NR,31.51997398,75.98000281,21/12/2019,96,12/21/19
1837,Haryana,NR,28.45000633,77.01999101,21/12/2019,103.4,12/21/19
1838,Rajasthan,NR,26.44999921,74.63998124,21/12/2019,209.3,12/21/19
1839,Delhi,NR,28.6699929,77.23000403,21/12/2019,58.3,12/21/19
1840,NR UP,NR,27.59998069,78.05000565,21/12/2019,213.3,12/21/19
1841,Uttarakhand,NR,30.32040895,78.05000565,21/12/2019,32.8,12/21/19
1842,HP,NR,31.10002545,77.16659704,21/12/2019,25.5,12/21/19
1843,J&K,NR,33.45,76.24,21/12/2019,48.8,12/21/19
1844,Chandigarh,NR,30.71999697,76.78000565,21/12/2019,3.4,12/21/19
1845,Chhattisgarh,WR,22.09042035,82.15998734,21/12/2019,77.6,12/21/19
1846,Gujarat,WR,22.2587,71.1924,21/12/2019,333.1,12/21/19
1847,MP,WR,21.30039105,76.13001949,21/12/2019,199.1,12/21/19
1848,Maharashtra,WR,19.25023195,73.16017493,21/12/2019,476.3,12/21/19
1849,Goa,WR,15.491997,73.81800065,21/12/2019,9.9,12/21/19
1850,DNH,WR,20.26657819,73.0166178,21/12/2019,18.6,12/21/19
1851,Andhra Pradesh,SR,14.7504291,78.57002559,21/12/2019,198.5,12/21/19
1852,Telangana,SR,18.1124,79.0193,21/12/2019,235.9,12/21/19
1853,Karnataka,SR,12.57038129,76.91999711,21/12/2019,253.5,12/21/19
1854,Kerala,SR,8.900372741,76.56999263,21/12/2019,81.6,12/21/19
1855,Tamil Nadu,SR,12.92038576,79.15004187,21/12/2019,339.2,12/21/19
1856,Pondy,SR,11.93499371,79.83000037,21/12/2019,8.2,12/21/19
1857,Bihar,ER,25.78541445,87.4799727,21/12/2019,52.5,12/21/19
1858,Jharkhand,ER,23.80039349,86.41998572,21/12/2019,18.1,12/21/19
1859,Odisha,ER,19.82042971,85.90001746,21/12/2019,78.1,12/21/19
1860,West Bengal,ER,22.58039044,88.32994665,21/12/2019,129,12/21/19
1861,Sikkim,ER,27.3333303,88.6166475,21/12/2019,1.4,12/21/19
1862,Arunachal Pradesh,NER,27.10039878,93.61660071,21/12/2019,2.2,12/21/19
1863,Assam,NER,26.7499809,94.21666744,21/12/2019,22.8,12/21/19
1864,Manipur,NER,24.79997072,93.95001705,21/12/2019,2.7,12/21/19
1865,NER Meghalaya,NER,25.57049217,91.8800142,21/12/2019,5.3,12/21/19
1866,Mizoram,NER,23.71039899,92.72001461,21/12/2019,1.7,12/21/19
1867,Nagaland,NER,25.6669979,94.11657019,21/12/2019,2.2,12/21/19
1868,Tripura,NER,23.83540428,91.27999914,21/12/2019,3.9,12/21/19
1869,ALL INDIA TOTAL,,,,21/12/2019,3413.1,12/21/19
1870,Punjab,NR,31.51997398,75.98000281,22/12/2019,89.2,12/22/19
1871,Haryana,NR,28.45000633,77.01999101,22/12/2019,95.8,12/22/19
1872,Rajasthan,NR,26.44999921,74.63998124,22/12/2019,205.8,12/22/19
1873,Delhi,NR,28.6699929,77.23000403,22/12/2019,54.9,12/22/19
1874,NR UP,NR,27.59998069,78.05000565,22/12/2019,214.4,12/22/19
1875,Uttarakhand,NR,30.32040895,78.05000565,22/12/2019,31.3,12/22/19
1876,HP,NR,31.10002545,77.16659704,22/12/2019,22.7,12/22/19
1877,J&K,NR,33.45,76.24,22/12/2019,46.2,12/22/19
1878,Chandigarh,NR,30.71999697,76.78000565,22/12/2019,3,12/22/19
1879,Chhattisgarh,WR,22.09042035,82.15998734,22/12/2019,80.5,12/22/19
1880,Gujarat,WR,22.2587,71.1924,22/12/2019,321,12/22/19
1881,MP,WR,21.30039105,76.13001949,22/12/2019,200.1,12/22/19
1882,Maharashtra,WR,19.25023195,73.16017493,22/12/2019,466.7,12/22/19
1883,Goa,WR,15.491997,73.81800065,22/12/2019,9.6,12/22/19
1884,DNH,WR,20.26657819,73.0166178,22/12/2019,18.4,12/22/19
1885,Andhra Pradesh,SR,14.7504291,78.57002559,22/12/2019,196.1,12/22/19
1886,Telangana,SR,18.1124,79.0193,22/12/2019,234.4,12/22/19
1887,Karnataka,SR,12.57038129,76.91999711,22/12/2019,239,12/22/19
1888,Kerala,SR,8.900372741,76.56999263,22/12/2019,75.6,12/22/19
1889,Tamil Nadu,SR,12.92038576,79.15004187,22/12/2019,311.7,12/22/19
1890,Pondy,SR,11.93499371,79.83000037,22/12/2019,7.6,12/22/19
1891,Bihar,ER,25.78541445,87.4799727,22/12/2019,66.8,12/22/19
1892,Jharkhand,ER,23.80039349,86.41998572,22/12/2019,21,12/22/19
1893,Odisha,ER,19.82042971,85.90001746,22/12/2019,75.4,12/22/19
1894,West Bengal,ER,22.58039044,88.32994665,22/12/2019,113.1,12/22/19
1895,Sikkim,ER,27.3333303,88.6166475,22/12/2019,1.2,12/22/19
1896,Arunachal Pradesh,NER,27.10039878,93.61660071,22/12/2019,2.2,12/22/19
1897,Assam,NER,26.7499809,94.21666744,22/12/2019,22.3,12/22/19
1898,Manipur,NER,24.79997072,93.95001705,22/12/2019,2.4,12/22/19
1899,NER Meghalaya,NER,25.57049217,91.8800142,22/12/2019,5.8,12/22/19
1900,Mizoram,NER,23.71039899,92.72001461,22/12/2019,1.7,12/22/19
1901,Nagaland,NER,25.6669979,94.11657019,22/12/2019,2.1,12/22/19
1902,Tripura,NER,23.83540428,91.27999914,22/12/2019,3.9,12/22/19
1903,ALL INDIA TOTAL,,,,22/12/2019,3316.1,12/22/19
1904,Punjab,NR,31.51997398,75.98000281,23/12/2019,108.2,12/23/19
1905,Haryana,NR,28.45000633,77.01999101,23/12/2019,125.7,12/23/19
1906,Rajasthan,NR,26.44999921,74.63998124,23/12/2019,240.7,12/23/19
1907,Delhi,NR,28.6699929,77.23000403,23/12/2019,73.8,12/23/19
1908,NR UP,NR,27.59998069,78.05000565,23/12/2019,294,12/23/19
1909,Uttarakhand,NR,30.32040895,78.05000565,23/12/2019,40.4,12/23/19
1910,HP,NR,31.10002545,77.16659704,23/12/2019,30.8,12/23/19
1911,J&K,NR,33.45,76.24,23/12/2019,52,12/23/19
1912,Chandigarh,NR,30.71999697,76.78000565,23/12/2019,4.6,12/23/19
1913,Chhattisgarh,WR,22.09042035,82.15998734,23/12/2019,75.2,12/23/19
1914,Gujarat,WR,22.2587,71.1924,23/12/2019,318.9,12/23/19
1915,MP,WR,21.30039105,76.13001949,23/12/2019,238.3,12/23/19
1916,Maharashtra,WR,19.25023195,73.16017493,23/12/2019,422.9,12/23/19
1917,Goa,WR,15.491997,73.81800065,23/12/2019,12.7,12/23/19
1918,DNH,WR,20.26657819,73.0166178,23/12/2019,18.6,12/23/19
1919,Andhra Pradesh,SR,14.7504291,78.57002559,23/12/2019,161.9,12/23/19
1920,Telangana,SR,18.1124,79.0193,23/12/2019,201,12/23/19
1921,Karnataka,SR,12.57038129,76.91999711,23/12/2019,213.2,12/23/19
1922,Kerala,SR,8.900372741,76.56999263,23/12/2019,73.7,12/23/19
1923,Tamil Nadu,SR,12.92038576,79.15004187,23/12/2019,290.7,12/23/19
1924,Pondy,SR,11.93499371,79.83000037,23/12/2019,7.2,12/23/19
1925,Bihar,ER,25.78541445,87.4799727,23/12/2019,80.1,12/23/19
1926,Jharkhand,ER,23.80039349,86.41998572,23/12/2019,24.6,12/23/19
1927,Odisha,ER,19.82042971,85.90001746,23/12/2019,64.2,12/23/19
1928,West Bengal,ER,22.58039044,88.32994665,23/12/2019,106.4,12/23/19
1929,Sikkim,ER,27.3333303,88.6166475,23/12/2019,2,12/23/19
1930,Arunachal Pradesh,NER,27.10039878,93.61660071,23/12/2019,2.1,12/23/19
1931,Assam,NER,26.7499809,94.21666744,23/12/2019,22.6,12/23/19
1932,Manipur,NER,24.79997072,93.95001705,23/12/2019,2.6,12/23/19
1933,NER Meghalaya,NER,25.57049217,91.8800142,23/12/2019,6.3,12/23/19
1934,Mizoram,NER,23.71039899,92.72001461,23/12/2019,1.8,12/23/19
1935,Nagaland,NER,25.6669979,94.11657019,23/12/2019,2.2,12/23/19
1936,Tripura,NER,23.83540428,91.27999914,23/12/2019,3.3,12/23/19
1937,ALL INDIA TOTAL,,,,23/12/2019,3397.2,12/23/19
1938,Punjab,NR,31.51997398,75.98000281,24/12/2019,112,12/24/19
1939,Haryana,NR,28.45000633,77.01999101,24/12/2019,124.7,12/24/19
1940,Rajasthan,NR,26.44999921,74.63998124,24/12/2019,242.6,12/24/19
1941,Delhi,NR,28.6699929,77.23000403,24/12/2019,74.5,12/24/19
1942,NR UP,NR,27.59998069,78.05000565,24/12/2019,292.3,12/24/19
1943,Uttarakhand,NR,30.32040895,78.05000565,24/12/2019,40.3,12/24/19
1944,HP,NR,31.10002545,77.16659704,24/12/2019,31.3,12/24/19
1945,J&K,NR,33.45,76.24,24/12/2019,49.9,12/24/19
1946,Chandigarh,NR,30.71999697,76.78000565,24/12/2019,4.7,12/24/19
1947,Chhattisgarh,WR,22.09042035,82.15998734,24/12/2019,75.8,12/24/19
1948,Gujarat,WR,22.2587,71.1924,24/12/2019,324.5,12/24/19
1949,MP,WR,21.30039105,76.13001949,24/12/2019,242.4,12/24/19
1950,Maharashtra,WR,19.25023195,73.16017493,24/12/2019,437.2,12/24/19
1951,Goa,WR,15.491997,73.81800065,24/12/2019,11,12/24/19
1952,DNH,WR,20.26657819,73.0166178,24/12/2019,18.9,12/24/19
1953,Andhra Pradesh,SR,14.7504291,78.57002559,24/12/2019,161.3,12/24/19
1954,Telangana,SR,18.1124,79.0193,24/12/2019,209.3,12/24/19
1955,Karnataka,SR,12.57038129,76.91999711,24/12/2019,215.4,12/24/19
1956,Kerala,SR,8.900372741,76.56999263,24/12/2019,74.4,12/24/19
1957,Tamil Nadu,SR,12.92038576,79.15004187,24/12/2019,291.7,12/24/19
1958,Pondy,SR,11.93499371,79.83000037,24/12/2019,7.4,12/24/19
1959,Bihar,ER,25.78541445,87.4799727,24/12/2019,79.7,12/24/19
1960,Jharkhand,ER,23.80039349,86.41998572,24/12/2019,24.2,12/24/19
1961,Odisha,ER,19.82042971,85.90001746,24/12/2019,66,12/24/19
1962,West Bengal,ER,22.58039044,88.32994665,24/12/2019,109.1,12/24/19
1963,Sikkim,ER,27.3333303,88.6166475,24/12/2019,2.1,12/24/19
1964,Arunachal Pradesh,NER,27.10039878,93.61660071,24/12/2019,2.2,12/24/19
1965,Assam,NER,26.7499809,94.21666744,24/12/2019,22.4,12/24/19
1966,Manipur,NER,24.79997072,93.95001705,24/12/2019,2.6,12/24/19
1967,NER Meghalaya,NER,25.57049217,91.8800142,24/12/2019,6.4,12/24/19
1968,Mizoram,NER,23.71039899,92.72001461,24/12/2019,1.7,12/24/19
1969,Nagaland,NER,25.6669979,94.11657019,24/12/2019,2.2,12/24/19
1970,Tripura,NER,23.83540428,91.27999914,24/12/2019,3.5,12/24/19
1971,ALL INDIA TOTAL,,,,24/12/2019,3441.8,12/24/19
1972,Punjab,NR,31.51997398,75.98000281,25/12/2019,112.6,12/25/19
1973,Haryana,NR,28.45000633,77.01999101,25/12/2019,120.2,12/25/19
1974,Rajasthan,NR,26.44999921,74.63998124,25/12/2019,239,12/25/19
1975,Delhi,NR,28.6699929,77.23000403,25/12/2019,74.7,12/25/19
1976,NR UP,NR,27.59998069,78.05000565,25/12/2019,269.2,12/25/19
1977,Uttarakhand,NR,30.32040895,78.05000565,25/12/2019,40.1,12/25/19
1978,HP,NR,31.10002545,77.16659704,25/12/2019,27.9,12/25/19
1979,J&K,NR,33.45,76.24,25/12/2019,51.9,12/25/19
1980,Chandigarh,NR,30.71999697,76.78000565,25/12/2019,4.7,12/25/19
1981,Chhattisgarh,WR,22.09042035,82.15998734,25/12/2019,74.2,12/25/19
1982,Gujarat,WR,22.2587,71.1924,25/12/2019,320.9,12/25/19
1983,MP,WR,21.30039105,76.13001949,25/12/2019,227.7,12/25/19
1984,Maharashtra,WR,19.25023195,73.16017493,25/12/2019,436.9,12/25/19
1985,Goa,WR,15.491997,73.81800065,25/12/2019,10.4,12/25/19
1986,DNH,WR,20.26657819,73.0166178,25/12/2019,18.9,12/25/19
1987,Andhra Pradesh,SR,14.7504291,78.57002559,25/12/2019,166.8,12/25/19
1988,Telangana,SR,18.1124,79.0193,25/12/2019,209.4,12/25/19
1989,Karnataka,SR,12.57038129,76.91999711,25/12/2019,216.7,12/25/19
1990,Kerala,SR,8.900372741,76.56999263,25/12/2019,66.7,12/25/19
1991,Tamil Nadu,SR,12.92038576,79.15004187,25/12/2019,298.3,12/25/19
1992,Pondy,SR,11.93499371,79.83000037,25/12/2019,6.9,12/25/19
1993,Bihar,ER,25.78541445,87.4799727,25/12/2019,79.5,12/25/19
1994,Jharkhand,ER,23.80039349,86.41998572,25/12/2019,25.6,12/25/19
1995,Odisha,ER,19.82042971,85.90001746,25/12/2019,64.6,12/25/19
1996,West Bengal,ER,22.58039044,88.32994665,25/12/2019,106.8,12/25/19
1997,Sikkim,ER,27.3333303,88.6166475,25/12/2019,2.1,12/25/19
1998,Arunachal Pradesh,NER,27.10039878,93.61660071,25/12/2019,2.1,12/25/19
1999,Assam,NER,26.7499809,94.21666744,25/12/2019,22,12/25/19
2000,Manipur,NER,24.79997072,93.95001705,25/12/2019,2.6,12/25/19
2001,NER Meghalaya,NER,25.57049217,91.8800142,25/12/2019,6.5,12/25/19
